UnixTime,Row,Segment,Timestamp,ET_GazeLeftx,ET_GazeLefty,ET_GazeRightx,ET_GazeRighty,ET_PupilLeft,ET_PupilRight,ET_TimeSignal,ET_DistanceLeft,ET_DistanceRight,ET_CameraLeftX,ET_CameraLeftY,ET_CameraRightX,ET_CameraRightY,ET_ValidityLeft,ET_ValidityRight
1676721769,9223,BlankScreen1,32:48.8,1313,463,1310,477,-1,-1,76827.416,658.1707764,653.6206055,0.581359267,0.556886077,0.447108507,0.557305694,0,0
1676721769,9224,BlankScreen1,32:48.8,1323,484,1300,484,3.123428345,3.309143066,76835.757,658.1663818,653.6815796,0.581272542,0.556591094,0.447021902,0.557080269,0,0
1676721769,9225,BlankScreen1,32:48.8,1317,465,1299,472,-1,-1,76844.074,658.0921631,653.6627808,0.58120966,0.556448042,0.446958423,0.556794941,0,0
1676721769,9226,BlankScreen1,32:48.8,1316,483,1329,456,-1,-1,76852.431,658.1077271,653.7189941,0.581278145,0.556174278,0.447018534,0.556512058,0,0
1676721769,9227,BlankScreen1,32:48.9,1315,461,1331,460,3.157440186,3.320144653,76861.903,658.1488647,653.7754517,0.581231058,0.556061804,0.446918875,0.556371927,0,0
1676721769,9228,BlankScreen1,32:48.9,1312,456,1328,464,-1,-1,76869.115,658.0965576,653.7341309,0.581193268,0.555952668,0.446891665,0.556196213,0,0
1676721769,9229,BlankScreen1,32:48.9,1312,456,1308,467,-1,-1,76877.419,658.1028442,653.7576294,0.581271589,0.55578053,0.446967304,0.556120992,0,0
1676721769,9230,BlankScreen1,32:48.9,1311,476,1315,450,3.164749146,3.328125,76885.692,658.1504517,653.7854614,0.58130914,0.555734634,0.446886659,0.556018889,0,0
1676721769,9231,BlankScreen1,32:48.9,1323,475,1319,443,-1,-1,76894.036,658.126709,653.7214355,0.581284761,0.555707812,0.446863085,0.555920303,0,0
1676721769,9232,BlankScreen1,32:48.9,1323,475,1319,443,-1,-1,76902.377,658.1953735,653.7299805,0.581467032,0.555675626,0.446987867,0.555903494,0,0
1676721769,9233,BlankScreen1,32:48.9,1317,483,1297,465,3.189041138,3.379592896,76910.719,658.2930298,653.7503662,0.581418812,0.555649698,0.446934342,0.555966616,0,0
1676721769,9234,BlankScreen1,32:48.9,1327,450,1293,461,-1,-1,76919.05,658.3131104,653.696106,0.581470311,0.555691242,0.446981162,0.555830538,0,0
1676721769,9235,BlankScreen1,32:48.9,1291,457,1280,461,-1,-1,76927.403,658.3973999,653.7155762,0.581778646,0.55574131,0.447221398,0.555971622,0,0
1676721769,9236,BlankScreen1,32:48.9,1268,462,1264,467,3.222305298,3.351379395,76936.308,658.5059814,653.7478027,0.581877708,0.555769622,0.447276443,0.555967033,0,0
1676721769,9237,BlankScreen1,32:48.9,1266,473,1250,463,-1,-1,76944.06,658.520813,653.682373,0.581930101,0.555900991,0.447327614,0.556090236,0,0
1676721769,9238,BlankScreen1,32:48.9,1271,477,1271,460,-1,-1,76952.37,658.5725708,653.6791992,0.582165062,0.556034029,0.447461307,0.556184888,0,0
1676721769,9239,BlankScreen1,32:49.0,1263,480,1271,449,3.221817017,3.330108643,76960.688,658.6248779,653.6813965,0.582211733,0.556142569,0.447498679,0.556357622,0,0
1676721769,9240,BlankScreen1,32:49.0,1262,480,1258,446,-1,-1,76969.024,658.539856,653.5921021,0.582267702,0.556341231,0.447569281,0.556504369,0,0
1676721769,9241,BlankScreen1,32:49.0,1252,478,1258,447,-1,-1,76977.423,658.4613647,653.5707397,0.58256042,0.556473553,0.447763503,0.556654096,0,0
1676721769,9242,BlankScreen1,32:49.0,1261,462,1260,453,3.187469482,3.350006104,76985.699,658.3792725,653.567627,0.582594335,0.556663215,0.447805494,0.556898713,0,0
1676721769,9243,BlankScreen1,32:49.0,1251,466,1258,458,-1,-1,76994.089,658.1658936,653.4754028,0.582697093,0.556866765,0.447888017,0.55701822,0,0
1676721769,9244,BlankScreen1,32:49.0,1258,495,1253,454,-1,-1,77002.366,657.9545288,653.4579468,0.583011031,0.557129204,0.448119074,0.55730325,0,0
1676721769,9245,BlankScreen1,32:49.0,1249,465,1254,452,3.180206299,3.337509155,77010.68,657.7271118,653.4581299,0.583100498,0.557281375,0.448158741,0.557472229,0,0
1676721769,9246,BlankScreen1,32:49.0,1254,466,1259,461,-1,-1,77019.062,657.3536987,653.3685913,0.583224356,0.557550609,0.448257387,0.557710707,0,0
1676721769,9247,BlankScreen1,32:49.0,1254,463,1260,462,-1,-1,77027.384,657.0064087,653.3493652,0.583515108,0.5577721,0.448515564,0.55795157,0,0
1676721769,9248,BlankScreen1,32:49.0,1263,457,1258,463,3.132003784,3.358184814,77035.859,656.6897583,653.3496704,0.583625495,0.55793643,0.448608786,0.558104396,0,0
1676721769,9249,BlankScreen1,32:49.0,1269,470,1259,462,-1,-1,77044.011,656.3027344,653.2663574,0.583757877,0.558161795,0.448711902,0.558300495,0,0
1676721769,9250,BlankScreen1,32:49.0,1275,468,1253,458,-1,-1,77052.376,655.9968262,653.2453613,0.584051847,0.55835557,0.448974758,0.558439493,0,0
1676721769,9251,BlankScreen1,32:49.1,1267,475,1244,457,3.155593872,3.313430786,77060.721,655.7594604,653.2356567,0.584224164,0.55852586,0.449102759,0.558624327,0,0
1676721769,9252,BlankScreen1,32:49.1,1263,475,1250,435,-1,-1,77069.039,655.4693604,653.119873,0.584507167,0.558646798,0.44941631,0.558721781,0,0
1676721769,9253,BlankScreen1,32:49.1,1198,463,1191,449,-1,-1,77077.468,655.2636108,653.0484009,0.584885955,0.558785737,0.449818015,0.558864295,0,0
1676721769,9254,BlankScreen1,32:49.1,1157,482,1158,448,3.210205078,3.306594849,77085.697,655.1256714,652.9800415,0.58502841,0.558822274,0.449944586,0.558873951,0,0
1676721769,9255,BlankScreen1,32:49.1,1166,471,1158,465,-1,-1,77094.094,654.9534912,652.8084717,0.585116744,0.558911324,0.450069189,0.558933496,0,0
1676721769,9256,BlankScreen1,32:49.1,1163,477,1137,443,-1,-1,77102.514,654.8798218,652.6954956,0.585390449,0.559009075,0.450330257,0.559022486,0,0
